500	2.0080794559	22.852071285
510	1.9901637791	24.0996925849
520	2.015780576	25.0351794129
530	2.2137415202	31.4076489091
540	2.1047025679	29.5419783511
550	2.17792883	30.418083804
560	2.2938713601	30.4675314089
570	2.2064662292	31.1789705809
580	2.2023421819	31.932663074
590	2.2229970461	32.31220072
600	2.2546242801	32.1040917742
610	2.269058699	34.1318329689
620	2.3129963451	32.9856162211
630	2.3720989949	29.213524011
640	3.1225938001	25.892144803
650	3.46677792	24.7125960879
660	2.6508954661	27.817391474
670	2.7166316819	34.822335318
680	2.5371136311	28.0386159888
690	3.0193468281	28.902043019
700	2.5736568491	28.3945765861
710	2.7159298309	27.7418197962
720	3.4957207481	29.096944496
730	3.328773815	31.605051863
740	3.3055704818	34.5520706892
750	3.5872661669	32.3495212079
760	3.3044123959	31.1973445602
770	3.1510633251	33.566291438
780	3.0106374701	31.9064460921
790	3.4750703669	30.6640042579
800	3.0404921891	39.9170019391
810	3.271606684	41.038757382
820	3.857777514	34.298836811
830	4.2217126561	30.525901098
840	4.4745547511	32.2068285029
850	4.726091411	34.248486418
860	4.3126773119	31.2976478371
870	3.363333239	31.97575479
880	3.8352678679	32.6425986001
890	3.403653298	32.4150151359
900	3.7778523469	33.7108376431
910	3.4995879009	34.0570139631
920	3.3933716889	34.4780712109
930	3.3706396301	34.344213614
940	3.433433613	34.8930626311
950	3.4452877461	35.3591244761
960	3.5470172989	34.910235737
970	3.7427881099	37.620928965
980	3.7067529368	39.525735925
990	3.794830617	48.8376154671
